seurat_clusters,organ_custom,time,mouse_id,n_cells
32,OM,D14,m3_ET_D14,2
32,RM,D02,m1_RT_D2,28
32,RM,D02,m2_RT_D2,29
32,RM,D02,m3_RT_D2,15
32,RM,D05,m1_RT_D5,8
32,RM,D05,m2_RT_D5,43
32,RM,D05,m3_RT_D5,17
32,RM,D08,m1_RT_D8,5
32,RM,D08,m2_RT_D8,11
32,RM,D08,m3_RT_D8,16
32,RM,D14,m1_RT_D14,16
32,RM,D14,m2_RT_D14,7
32,RM,D14,m3_RT_D14,14
32,RM,Naive,m1_RT_Naive,24
32,RM,Naive,m2_RT_Naive,26
32,RM,Naive,m3_RT_Naive,10
33,LNG,D02,m2_Sinus_D2,1
33,LNG,D05,m1_Sinus_D5,2
33,LNG,D05,m3_Sinus_D5,9
33,LNG,D08,m1_Sinus_D8,3
33,LNG,D08,m2_Sinus_D8,1
33,LNG,D08,m3_Sinus_D8,4
33,LNG,D14,m1_Sinus_D14,2
33,LNG,D14,m2_Sinus_D14,3
33,LNG,Naive,m2_Sinus_Naive,1
33,OM,D02,m1_ET_D2,2
33,OM,D02,m2_ET_D2,3
33,OM,D02,m3_ET_D2,2
33,OM,D05,m1_ET_D5,1
33,OM,D05,m2_ET_D5,3
33,OM,D05,m3_ET_D5,1
33,OM,D08,m1_ET_D8,4
33,OM,D08,m2_ET_D8,1
33,OM,D08,m3_ET_D8,1
33,OM,D14,m2_ET_D14,3
33,OM,D14,m3_ET_D14,1
33,OM,Naive,m1_ET_Naive,3
33,OM,Naive,m2_ET_Naive,3
33,OM,Naive,m3_ET_Naive,2
33,RM,D02,m1_RT_D2,1
33,RM,D02,m2_RT_D2,2
33,RM,D02,m3_RT_D2,1
33,RM,D05,m1_RT_D5,3
33,RM,D05,m2_RT_D5,8
33,RM,D05,m3_RT_D5,15
33,RM,D08,m1_RT_D8,51
33,RM,D08,m2_RT_D8,41
33,RM,D08,m3_RT_D8,57
33,RM,D14,m1_RT_D14,8
33,RM,D14,m2_RT_D14,3
33,RM,D14,m3_RT_D14,5
33,RM,Naive,m2_RT_Naive,1
33,RM,Naive,m3_RT_Naive,1
34,OM,D14,m2_ET_D14,1
34,RM,D02,m1_RT_D2,14
34,RM,D02,m2_RT_D2,2
34,RM,D02,m3_RT_D2,4
34,RM,D05,m1_RT_D5,2
34,RM,D05,m2_RT_D5,11
34,RM,D05,m3_RT_D5,19
34,RM,D08,m1_RT_D8,1
34,RM,D08,m2_RT_D8,9
34,RM,D08,m3_RT_D8,9
34,RM,D14,m1_RT_D14,58
34,RM,D14,m2_RT_D14,27
34,RM,D14,m3_RT_D14,33
34,RM,Naive,m1_RT_Naive,7
34,RM,Naive,m2_RT_Naive,6
34,RM,Naive,m3_RT_Naive,5
35,LNG,D02,m1_Sinus_D2,3
35,LNG,D02,m2_Sinus_D2,6
35,LNG,D02,m3_Sinus_D2,4
35,LNG,D05,m1_Sinus_D5,1
35,LNG,D05,m2_Sinus_D5,1
35,LNG,D05,m3_Sinus_D5,1
35,LNG,D08,m2_Sinus_D8,1
35,LNG,D14,m2_Sinus_D14,7
35,LNG,D14,m3_Sinus_D14,2
35,LNG,Naive,m2_Sinus_Naive,2
35,OM,D02,m2_ET_D2,1
35,OM,D08,m3_ET_D8,1
35,OM,D14,m1_ET_D14,1
35,OM,D14,m3_ET_D14,1
35,RM,D02,m1_RT_D2,11
35,RM,D02,m2_RT_D2,9
35,RM,D02,m3_RT_D2,8
35,RM,D05,m2_RT_D5,13
35,RM,D05,m3_RT_D5,4
35,RM,D08,m1_RT_D8,9
35,RM,D08,m2_RT_D8,15
35,RM,D08,m3_RT_D8,10
35,RM,D14,m1_RT_D14,13
35,RM,D14,m2_RT_D14,17
35,RM,D14,m3_RT_D14,27
35,RM,Naive,m1_RT_Naive,9
35,RM,Naive,m2_RT_Naive,9
35,RM,Naive,m3_RT_Naive,6
